Valid,sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,ResponseID,pid,Check,solar,System_Random1,System_Random2,System_Random3,System_Random4,System_Random5,System_Random6,System_Random7,System_Fixed1,System_Random8,System_Random9,System_Random10,System_Random11,System_Random12,System_Random13,System_Random14,System_Random15,sys_CBCVersion_System,sys_CBCDesignID_System,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17
1,22,22 Nov 2016 - 16:06:52 EST,22 Nov 2016 - 16:09:48 EST,0h 2m 56s,0h 2m 50s,1479848812,1479848988,1,5,,ToQualtrics,1,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",iOS 9.3.5,Safari 9.0,96.252.41.65,1024,,R_2tM34D3rAmwfP3H,R_2tM34D3rAmwfP3H,1,No,3,2,1,2,3,3,1,3,2,3,3,3,3,2,2,2,22,CBC2_1479576680_6,,17,9,23,8,10,6,8,6,4,12,20,15,9,6,9,8
1,106,22 Nov 2016 - 18:49:06 EST,22 Nov 2016 - 18:53:08 EST,0h 4m 2s,0h 4m 1s,1479858546,1479858788,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Windows 10.0,Edge 14.14393,107.185.24.180,1440,,R_2UhA0p2wZQnJ2Eu,R_2UhA0p2wZQnJ2Eu,1,No,3,1,3,3,1,2,3,3,3,1,1,2,2,1,1,2,106,CBC2_1479576680_6,,27,14,20,13,14,14,20,10,11,13,16,13,9,8,26,13
1,79,22 Nov 2016 - 17:50:04 EST,22 Nov 2016 - 17:53:26 EST,0h 3m 22s,0h 3m 21s,1479855004,1479855206,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 7,Chrome 54.0.2840.99,24.147.219.78,1600,,R_2wAAk8S05i4Uefi,R_2wAAk8S05i4Uefi,1,No,4,4,2,4,4,4,4,4,4,1,4,4,2,4,2,4,79,CBC2_1479576680_6,,18,15,24,13,9,10,13,12,19,11,11,8,12,6,12,8
1,19,22 Nov 2016 - 16:00:33 EST,22 Nov 2016 - 16:04:52 EST,0h 4m 19s,0h 4m 18s,1479848433,1479848692,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 7,Chrome 54.0.2840.99,24.241.240.216,1396,,R_2wBsz7UX5swEoAa,R_2wBsz7UX5swEoAa,1,Yes,1,3,2,2,2,2,1,3,2,1,3,3,2,3,3,3,19,CBC2_1479576680_6,,25,20,16,29,13,24,14,12,12,10,8,18,11,7,26,13
1,87,22 Nov 2016 - 18:00:19 EST,22 Nov 2016 - 18:06:03 EST,0h 5m 44s,0h 5m 44s,1479855619,1479855963,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,75.80.35.214,1362,,R_2WHdbovXo4iHP1u,R_2WHdbovXo4iHP1u,1,No,1,4,4,1,4,3,1,3,4,1,1,3,2,4,3,2,87,CBC2_1479576680_6,,40,52,20,24,11,28,15,20,21,25,14,15,14,11,23,11
1,27,22 Nov 2016 - 16:27:43 EST,22 Nov 2016 - 16:30:26 EST,0h 2m 43s,0h 2m 42s,1479850063,1479850226,1,5,,ToQualtrics,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Mac OS X 10.12.1,Safari 10.0.1,73.218.163.167,1459,,R_2WO6CWOI4AHXOyN,R_2WO6CWOI4AHXOyN,1,No,1,3,3,2,1,2,4,3,2,4,3,4,4,2,3,1,27,CBC2_1479576680_6,,26,8,9,8,10,8,7,10,9,9,12,10,4,14,10,8
1,129,22 Nov 2016 - 19:25:01 EST,22 Nov 2016 - 19:41:34 EST,0h 16m 33s,0h 16m 31s,1479860701,1479861694,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,47.151.26.137,1600,,R_2WuQQ56l1NXp0g4,R_2WuQQ56l1NXp0g4,1,No,3,1,1,2,1,4,2,3,1,3,4,3,4,4,1,4,129,CBC2_1479576680_6,,51,21,721,11,15,15,14,23,13,9,10,10,39,19,14,6
1,94,22 Nov 2016 - 18:27:41 EST,22 Nov 2016 - 18:32:42 EST,0h 5m 1s,0h 4m 59s,1479857261,1479857562,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Windows 8,Firefox 50.0,73.219.204.210,1332,,R_2wytWfTXsyD0U7X,R_2wytWfTXsyD0U7X,1,No,3,2,2,1,3,1,3,3,1,3,2,3,3,2,2,2,94,CBC2_1479576680_6,,36,19,24,15,18,28,21,21,17,9,14,14,16,18,12,17
1,158,22 Nov 2016 - 21:10:14 EST,22 Nov 2016 - 21:13:48 EST,0h 3m 34s,0h 3m 30s,1479867014,1479867228,1,5,,ToQualtrics,1,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/54.0.2840.91 Mobile/14A456 Safari/602.1",,Mobile 14A456,66.30.172.46,1024,,R_31GgHWw7o0wtQ0S,R_31GgHWw7o0wtQ0S,1,No,3,4,4,2,4,1,3,3,2,3,4,4,4,4,4,1,158,CBC2_1479576680_6,,26,14,8,13,11,9,13,13,12,10,12,12,17,11,13,16
1,84,22 Nov 2016 - 17:56:55 EST,22 Nov 2016 - 17:59:19 EST,0h 2m 24s,0h 2m 22s,1479855415,1479855559,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 8.1,Chrome 54.0.2840.99,173.48.68.105,1366,,R_32LSCQwzRZz7fCC,R_32LSCQwzRZz7fCC,1,No,2,2,2,3,1,3,3,3,4,1,4,3,4,3,3,4,84,CBC2_1479576680_6,,17,10,7,6,10,6,10,13,10,8,8,8,6,7,7,9
1,133,22 Nov 2016 - 19:35:31 EST,22 Nov 2016 - 19:38:34 EST,0h 3m 3s,0h 3m 2s,1479861331,1479861514,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/00F19C",Windows 8.1,Chrome 54.0.2840.99,75.138.10.6,1366,,R_3EMrOIKOZ3oCpCN,R_3EMrOIKOZ3oCpCN,1,Yes,1,2,2,1,3,3,1,3,1,3,1,1,3,1,2,2,133,CBC2_1479576680_6,,23,8,23,10,13,18,8,9,9,9,14,7,7,7,7,10
1,38,22 Nov 2016 - 16:42:33 EST,22 Nov 2016 - 16:46:40 EST,0h 4m 7s,0h 4m 5s,1479850953,1479851200,1,5,,ToQualtrics,1,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",iOS 9.3.5,Safari 9.0,24.205.49.98,1024,,R_3ERpGvUt2kGFbat,R_3ERpGvUt2kGFbat,1,No,3,4,1,1,3,4,2,3,4,4,1,1,2,3,4,1,38,CBC2_1479576680_6,,26,17,10,13,14,16,33,12,14,15,21,11,9,8,14,12
1,50,22 Nov 2016 - 17:10:05 EST,22 Nov 2016 - 17:12:42 EST,0h 2m 37s,0h 2m 35s,1479852605,1479852762,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Windows 7,Firefox 50.0,67.17.193.162,1280,,R_3fK9CgFT54tdxXf,R_3fK9CgFT54tdxXf,1,No,1,1,1,3,3,3,2,3,3,2,3,2,3,1,2,3,50,CBC2_1479576680_6,,22,8,6,8,11,14,11,11,8,8,9,6,10,7,9,7
1,98,22 Nov 2016 - 18:34:08 EST,22 Nov 2016 - 18:35:35 EST,0h 1m 27s,0h 1m 27s,1479857648,1479857735,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,99.21.64.43,1600,,R_3GBo7yen5lM2L0k,R_3GBo7yen5lM2L0k,1,No,2,2,3,3,3,1,3,3,2,2,1,2,2,1,2,3,98,CBC2_1479576680_6,,6,3,10,7,5,8,7,7,6,2,4,4,4,4,4,6
1,26,22 Nov 2016 - 16:24:03 EST,22 Nov 2016 - 16:27:15 EST,0h 3m 12s,0h 3m 7s,1479849843,1479850035,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,108.26.199.193,1680,,R_3Gdmd6l1WX9wm0C,R_3Gdmd6l1WX9wm0C,1,No,2,3,2,1,3,2,1,3,4,3,4,1,1,3,1,1,26,CBC2_1479576680_6,,24,12,7,10,14,6,9,13,9,10,40,6,10,6,6,5
1,43,22 Nov 2016 - 16:53:02 EST,22 Nov 2016 - 16:56:31 EST,0h 3m 29s,0h 3m 27s,1479851582,1479851791,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,75.67.9.189,1366,,R_3GvyENeWdLVLBT6,R_3GvyENeWdLVLBT6,1,No,1,2,1,2,1,1,1,3,2,2,1,1,1,1,2,1,43,CBC2_1479576680_6,,20,8,13,14,11,14,12,14,11,12,9,17,8,7,7,30
1,103,22 Nov 2016 - 18:45:01 EST,22 Nov 2016 - 18:47:14 EST,0h 2m 13s,0h 2m 11s,1479858301,1479858434,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Windows 10.0,Edge 14.14393,50.184.41.61,874,,R_3HojeEOatRNwQ1G,R_3HojeEOatRNwQ1G,1,No,2,1,3,1,2,1,2,3,1,3,2,3,2,2,2,3,103,CBC2_1479576680_6,,9,10,7,7,8,6,9,16,8,8,8,6,9,6,9,5
1,47,22 Nov 2016 - 17:03:07 EST,22 Nov 2016 - 17:06:30 EST,0h 3m 23s,0h 3m 21s,1479852187,1479852390,1,5,,ToQualtrics,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",Mac OS X 10.6.8,Chrome 49.0.2623.112,173.239.70.250,1380,,R_3IPOyofGxfsr1Ad,R_3IPOyofGxfsr1Ad,1,No,2,3,3,3,2,3,2,3,2,2,3,4,2,2,2,2,47,CBC2_1479576680_6,,14,10,12,7,8,10,27,7,7,10,15,15,29,7,12,11
1,147,22 Nov 2016 - 19:57:44 EST,22 Nov 2016 - 19:58:53 EST,0h 1m 9s,0h 1m 8s,1479862664,1479862733,1,5,,ToQualtrics,1,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",,Safari 602.1,50.169.184.180,1024,,R_3JsYraRHsZYwyQE,R_3JsYraRHsZYwyQE,1,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,147,CBC2_1479576680_6,,9,13,6,4,3,3,3,2,4,3,3,3,3,2,3,4
1,139,22 Nov 2016 - 19:46:28 EST,22 Nov 2016 - 19:50:34 EST,0h 4m 6s,0h 4m 5s,1479861988,1479862234,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,108.8.236.254,1920,,R_3m4qCim2sVRLmCo,R_3m4qCim2sVRLmCo,1,No,1,2,1,2,1,1,3,3,3,1,3,1,1,2,2,2,139,CBC2_1479576680_6,,32,9,18,12,25,9,15,16,14,16,17,11,16,14,7,14
1,89,22 Nov 2016 - 18:07:21 EST,22 Nov 2016 - 18:08:20 EST,0h 0m 59s,0h 0m 58s,1479856041,1479856100,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.0; rv:49.0) Gecko/20100101 Firefox/49.0,Windows Vista,Firefox 49.0,108.20.38.158,1440,,R_3NCmuQXznQXZKQg,R_3NCmuQXznQXZKQg,1,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,89,CBC2_1479576680_6,,9,4,3,3,3,4,3,3,3,3,4,3,3,3,4,3
1,80,22 Nov 2016 - 17:50:15 EST,22 Nov 2016 - 17:53:05 EST,0h 2m 50s,0h 2m 49s,1479855015,1479855185,1,5,,ToQualtrics,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Mac OS X 10.12.1,Safari 10.0.1,96.252.58.222,1440,,R_3ndBIZcELttKf8Q,R_3ndBIZcELttKf8Q,1,No,1,1,1,1,1,2,3,3,2,1,3,1,2,3,3,2,80,CBC2_1479576680_6,,38,6,7,5,10,6,8,11,4,6,6,5,7,38,8,4
1,55,22 Nov 2016 - 17:14:58 EST,22 Nov 2016 - 17:16:23 EST,0h 1m 25s,0h 1m 24s,1479852898,1479852983,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Windows 10.0,Edge 14.14393,76.167.196.58,1366,,R_3nIpkN5l39gmM0I,R_3nIpkN5l39gmM0I,1,No,3,4,1,2,4,4,1,3,1,2,3,2,3,2,4,1,55,CBC2_1479576680_6,,11,6,4,5,5,7,6,6,4,5,7,3,3,4,3,5
1,128,22 Nov 2016 - 19:24:19 EST,22 Nov 2016 - 19:28:25 EST,0h 4m 6s,0h 4m 3s,1479860659,1479860905,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,73.143.90.240,1280,,R_3NUGbmpVnNskdjZ,R_3NUGbmpVnNskdjZ,1,No,4,3,1,4,4,4,1,3,4,4,4,4,4,4,3,4,128,CBC2_1479576680_6,,48,19,10,8,7,23,17,29,8,7,9,22,12,10,8,6
1,104,22 Nov 2016 - 18:46:38 EST,22 Nov 2016 - 18:50:27 EST,0h 3m 49s,0h 3m 49s,1479858398,1479858627,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,47.32.148.198,1600,,R_3qe9wJ3nvjzSfs8,R_3qe9wJ3nvjzSfs8,1,No,1,1,4,4,1,2,4,4,2,2,3,4,4,1,4,2,104,CBC2_1479576680_6,,35,20,12,13,14,12,14,14,14,17,12,14,9,13,6,10
1,57,22 Nov 2016 - 17:16:12 EST,22 Nov 2016 - 17:19:54 EST,0h 3m 42s,0h 3m 41s,1479852972,1479853194,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36",Windows 7,Chrome 28.0.1500.71,108.213.24.96,1366,,R_3QRHSOhShAGtEYe,R_3QRHSOhShAGtEYe,1,Yes,1,2,4,2,3,1,4,3,1,3,2,3,2,4,3,1,57,CBC2_1479576680_6,,19,15,17,23,19,8,9,10,10,14,24,10,15,8,9,11
1,52,22 Nov 2016 - 17:12:19 EST,22 Nov 2016 - 17:17:14 EST,0h 4m 55s,0h 4m 54s,1479852739,1479853034,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,Windows 10.0,MSIE 11.0,73.202.142.138,1400,,R_3r35ghMSbEuSVp6,R_3r35ghMSbEuSVp6,1,No,4,1,4,4,2,2,4,3,4,1,4,4,4,4,4,4,52,CBC2_1479576680_6,,29,15,10,21,13,15,8,14,94,13,7,10,14,10,8,13
1,151,22 Nov 2016 - 20:07:10 EST,22 Nov 2016 - 20:19:20 EST,0h 12m 10s,0h 12m 37s,1479863230,1479863960,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Windows 10.0,Firefox 50.0,108.226.38.248,1349,,R_6VRCtvE7w85lT6d,R_6VRCtvE7w85lT6d,1,No,1,4,4,4,4,4,4,3,3,1,1,4,4,4,4,4,151,CBC2_1479576680_6,,134,22,13,16,20,17,16,19,23,20,21,10,18,35,178,181
1,157,22 Nov 2016 - 20:43:39 EST,22 Nov 2016 - 20:48:27 EST,0h 4m 48s,0h 4m 47s,1479865419,1479865707,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36 OPR/41.0.2353.56",Windows 10.0,Opera 41.0.2353.56,23.122.158.44,1140,,R_8BKd9oHt1PIDbWN,R_8BKd9oHt1PIDbWN,1,No,1,2,4,2,4,1,4,4,4,4,1,1,2,4,4,4,157,CBC2_1479576680_6,,37,9,31,13,28,21,22,7,10,8,13,35,13,6,23,11
1,21,22 Nov 2016 - 16:05:56 EST,22 Nov 2016 - 16:09:24 EST,0h 3m 28s,0h 3m 26s,1479848756,1479848964,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Windows 10.0,Firefox 50.0,98.176.102.206,1189,,R_8CX2fSaROHV6Jj3,R_8CX2fSaROHV6Jj3,1,No,2,4,1,2,4,3,4,3,4,2,1,1,2,4,2,4,21,CBC2_1479576680_6,,36,10,19,15,6,22,7,17,7,9,20,8,10,4,13,3
1,34,22 Nov 2016 - 16:36:21 EST,22 Nov 2016 - 16:37:44 EST,0h 1m 23s,0h 1m 22s,1479850581,1479850664,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 7,Chrome 54.0.2840.99,96.95.190.201,1280,,R_9KtGxHJAguFO5RD,R_9KtGxHJAguFO5RD,1,Yes,1,1,1,3,2,1,2,3,1,2,1,1,3,2,3,1,34,CBC2_1479576680_6,,10,7,11,6,6,4,5,7,3,3,3,3,3,4,3,4
1,134,22 Nov 2016 - 19:36:20 EST,22 Nov 2016 - 19:37:40 EST,0h 1m 20s,0h 1m 18s,1479861380,1479861460,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; ASJB; rv:11.0) like Gecko,Windows 8.1,MSIE 11.0,216.93.192.212,1920,,R_CaHSNGO0FpFY7mh,R_CaHSNGO0FpFY7mh,1,No,2,2,3,3,3,3,1,3,3,2,3,2,3,2,1,2,134,CBC2_1479576680_6,,8,4,5,4,5,7,4,6,5,3,4,7,4,4,4,4
1,31,22 Nov 2016 - 16:32:13 EST,22 Nov 2016 - 16:35:50 EST,0h 3m 37s,0h 3m 36s,1479850333,1479850550,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,172.7.136.71,1600,,R_cJgi1FB2LbkSNHP,R_cJgi1FB2LbkSNHP,1,No,1,1,3,3,3,1,3,3,1,1,1,1,1,2,1,2,31,CBC2_1479576680_6,,23,19,15,12,11,13,11,14,10,11,12,17,11,16,11,10
1,65,22 Nov 2016 - 17:21:02 EST,22 Nov 2016 - 17:22:43 EST,0h 1m 41s,0h 1m 40s,1479853262,1479853363,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,97.78.1.194,896,,R_cO1F43CGwdGgMxj,R_cO1F43CGwdGgMxj,1,No,2,2,2,1,2,3,1,3,2,4,1,2,3,1,2,4,65,CBC2_1479576680_6,,7,8,6,7,11,6,6,6,6,5,5,5,6,5,5,6
1,97,22 Nov 2016 - 18:33:59 EST,22 Nov 2016 - 18:36:02 EST,0h 2m 3s,0h 2m 0s,1479857639,1479857762,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,204.19.244.2,1280,,R_DIQBjY9lxg6sFPj,R_DIQBjY9lxg6sFPj,1,No,2,2,1,3,3,2,2,3,1,1,2,2,3,2,1,1,97,CBC2_1479576680_6,,13,8,4,4,4,5,13,9,5,5,4,4,4,30,3,5
1,25,22 Nov 2016 - 16:13:06 EST,22 Nov 2016 - 16:16:46 EST,0h 3m 40s,0h 3m 59s,1479849186,1479849406,1,5,,ToQualtrics,1,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/54.0.2840.91 Mobile/14A456 Safari/602.1",,Mobile 14A456,76.167.144.151,1024,,R_RXlgWoMU3A7hBDz,R_RXlgWoMU3A7hBDz,1,No,3,2,2,2,1,1,1,3,3,2,3,3,3,3,3,4,25,CBC2_1479576680_6,,20,16,12,11,10,11,21,32,16,20,5,9,8,12,6,9
1,20,22 Nov 2016 - 16:01:10 EST,22 Nov 2016 - 16:04:07 EST,0h 2m 57s,0h 2m 55s,1479848470,1479848647,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,108.185.11.160,1920,,R_T14zQLOhqqxohB7,R_T14zQLOhqqxohB7,1,No,2,3,1,1,2,3,2,3,2,1,1,1,3,2,1,1,20,CBC2_1479576680_6,,37,18,14,10,11,8,6,10,10,8,7,9,8,7,6,6
1,135,22 Nov 2016 - 19:36:23 EST,22 Nov 2016 - 19:37:45 EST,0h 1m 22s,0h 1m 21s,1479861383,1479861465,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Windows 10.0,Edge 14.14393,75.69.107.245,1301,,R_vIbwy8aHfyA5WOR,R_vIbwy8aHfyA5WOR,1,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,135,CBC2_1479576680_6,,9,5,5,4,5,4,6,5,6,5,5,5,4,4,4,5
1,44,22 Nov 2016 - 16:53:45 EST,22 Nov 2016 - 16:55:03 EST,0h 1m 18s,0h 1m 18s,1479851625,1479851703,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,172.251.242.181,1600,,R_VJQWMErmXRa4P7P,R_VJQWMErmXRa4P7P,1,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,44,CBC2_1479576680_6,,16,5,4,5,3,5,3,5,4,4,4,4,5,3,4,4
1,102,22 Nov 2016 - 18:43:39 EST,22 Nov 2016 - 18:51:41 EST,0h 8m 2s,0h 8m 1s,1479858219,1479858701,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0 K-Meleon/75.1,Windows 7,K-Meleon 75.1,104.175.78.173,1440,,R_W9D1gzFbvFz1IGJ,R_W9D1gzFbvFz1IGJ,1,No,3,2,1,4,1,4,2,3,4,4,4,4,3,4,2,4,102,CBC2_1479576680_6,,31,26,14,12,21,10,131,19,60,22,17,19,15,24,46,14
1,99,22 Nov 2016 - 18:34:27 EST,22 Nov 2016 - 18:37:24 EST,0h 2m 57s,0h 2m 55s,1479857667,1479857844,1,5,,ToQualtrics,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:49.0) Gecko/20100101 Firefox/49.0,Mac OS X 10.11,Firefox 49.0,45.49.246.110,1248,,R_wL6WhjtZpM7RkD7,R_wL6WhjtZpM7RkD7,1,Yes,4,3,4,4,1,4,2,3,4,4,4,4,4,2,4,1,99,CBC2_1479576680_6,,14,13,6,8,27,9,11,6,18,10,10,11,7,9,7,9
1,91,22 Nov 2016 - 18:21:24 EST,22 Nov 2016 - 18:27:15 EST,0h 5m 51s,0h 5m 51s,1479856884,1479857235,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,108.206.230.23,1372,,R_zS7fQUus1cw5x4Z,R_zS7fQUus1cw5x4Z,1,No,3,4,4,3,3,2,4,3,4,4,1,4,4,1,4,2,91,CBC2_1479576680_6,,35,22,27,22,16,21,24,26,28,14,17,27,20,21,15,16
