Valid,sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,pid,solar,InstallerCBC_Random1,InstallerCBC_Random2,InstallerCBC_Random3,InstallerCBC_Random4,InstallerCBC_Random5,InstallerCBC_Random6,InstallerCBC_Random7,InstallerCBC_Fixed1,InstallerCBC_Random8,InstallerCBC_Random9,InstallerCBC_Random10,InstallerCBC_Random11,InstallerCBC_Random12,InstallerCBC_Random13,InstallerCBC_Random14,InstallerCBC_Random15,sys_CBCVersion_InstallerCBC,sys_CBCDesignID_InstallerCBC,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17
1,77,22 Nov 2016 - 17:40:01 EST,22 Nov 2016 - 17:46:03 EST,0h 6m 2s,0h 5m 59s,1479854401,1479854763,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 7,Chrome 54.0.2840.99,24.147.219.78,1600,,R_2wAAk8S05i4Uefi,No,3,4,4,2,4,1,4,3,4,3,4,4,3,4,4,4,77,CBC1_1474925155_6,,59,18,20,43,20,14,56,20,11,10,12,14,30,7,11,14
1,18,22 Nov 2016 - 15:54:13 EST,22 Nov 2016 - 15:58:08 EST,0h 3m 55s,0h 3m 54s,1479848053,1479848288,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 7,Chrome 54.0.2840.99,24.241.240.216,1396,,R_2wBsz7UX5swEoAa,Yes,3,1,1,1,2,1,3,3,1,3,1,3,2,3,2,2,18,CBC1_1474925155_6,,36,33,27,13,9,7,9,22,9,15,7,8,9,14,8,8
1,88,22 Nov 2016 - 17:51:21 EST,22 Nov 2016 - 17:56:43 EST,0h 5m 22s,0h 5m 22s,1479855081,1479855403,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,75.80.35.214,1345,,R_2WHdbovXo4iHP1u,No,1,3,3,4,2,3,4,3,2,1,1,2,1,3,2,1,88,CBC1_1474925155_6,,39,20,36,14,20,18,14,20,21,17,24,22,15,16,12,14
1,28,22 Nov 2016 - 16:20:29 EST,22 Nov 2016 - 16:23:59 EST,0h 3m 30s,0h 3m 30s,1479849629,1479849839,1,5,,ToQualtrics,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Mac OS X 10.12.1,Safari 10.0.1,73.218.163.167,1459,,R_2WO6CWOI4AHXOyN,No,2,1,3,1,2,3,3,3,2,4,1,3,1,3,4,2,28,CBC1_1474925155_6,,36,17,13,12,28,11,10,10,11,12,9,9,8,6,11,7
1,131,22 Nov 2016 - 19:14:20 EST,22 Nov 2016 - 19:22:53 EST,0h 8m 33s,0h 8m 32s,1479860060,1479860573,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,47.151.26.137,1600,,R_2WuQQ56l1NXp0g4,No,3,3,2,3,1,4,1,3,1,2,3,3,3,2,4,1,131,CBC1_1474925155_6,,37,42,30,15,15,16,21,13,10,222,14,10,14,21,14,18
1,84,22 Nov 2016 - 17:50:39 EST,22 Nov 2016 - 18:20:39 EST,0h 30m 0s,0h 29m 58s,1479855039,1479856839,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Windows 8,Firefox 50.0,73.219.204.210,1332,,R_2wytWfTXsyD0U7X,No,3,2,1,2,3,2,3,3,2,1,3,1,3,1,1,1,84,CBC1_1474925155_6,,92,15,12,1334,45,20,56,20,41,24,14,21,27,22,34,21
1,158,22 Nov 2016 - 20:03:40 EST,22 Nov 2016 - 21:05:22 EST,1h 1m 42s,1h 1m 41s,1479863020,1479866722,1,5,,ToQualtrics,1,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/54.0.2840.91 Mobile/14A456 Safari/602.1",,Mobile 14A456,66.30.172.46,1024,,R_31GgHWw7o0wtQ0S,No,2,2,3,4,3,3,3,3,3,2,4,1,3,1,4,4,158,CBC1_1474925155_6,,50,3451,20,10,13,19,18,9,8,17,14,15,12,17,14,14
1,87,22 Nov 2016 - 17:51:17 EST,22 Nov 2016 - 17:54:57 EST,0h 3m 40s,0h 3m 40s,1479855077,1479855297,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 8.1,Chrome 54.0.2840.99,173.48.68.105,1366,,R_32LSCQwzRZz7fCC,No,1,1,1,2,2,1,3,3,2,1,2,3,4,1,4,2,87,CBC1_1474925155_6,,31,12,16,12,13,10,10,15,11,11,9,13,21,9,14,13
1,135,22 Nov 2016 - 19:21:27 EST,22 Nov 2016 - 19:28:57 EST,0h 7m 30s,0h 7m 27s,1479860487,1479860937,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/C604F6",Windows 8.1,Chrome 54.0.2840.99,73.144.30.157,1366,,R_3EMrOIKOZ3oCpCN,Yes,1,1,3,2,2,2,2,3,3,1,3,1,1,2,1,2,135,CBC1_1474925155_6,,43,13,50,49,9,14,22,12,19,52,15,38,10,45,51,5
1,38,22 Nov 2016 - 16:33:37 EST,22 Nov 2016 - 16:39:04 EST,0h 5m 27s,0h 5m 25s,1479850417,1479850744,1,5,,ToQualtrics,1,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",iOS 9.3.5,Safari 9.0,24.205.49.98,1024,,R_3ERpGvUt2kGFbat,No,1,3,3,3,4,4,1,3,4,3,2,2,2,3,4,3,38,CBC1_1474925155_6,,31,23,47,13,20,25,10,11,14,8,10,63,13,14,12,11
1,52,22 Nov 2016 - 16:57:14 EST,22 Nov 2016 - 17:07:03 EST,0h 9m 49s,0h 9m 47s,1479851834,1479852423,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Windows 7,Firefox 50.0,67.17.193.162,1280,,R_3fK9CgFT54tdxXf,No,3,1,3,3,3,3,3,3,1,3,1,3,3,3,3,1,52,CBC1_1474925155_6,,11,6,17,16,8,12,9,11,17,10,13,252,11,90,22,82
1,99,22 Nov 2016 - 18:29:09 EST,22 Nov 2016 - 18:31:21 EST,0h 2m 12s,0h 2m 8s,1479857349,1479857481,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,99.21.64.43,1600,,R_3GBo7yen5lM2L0k,No,2,2,3,2,3,2,3,3,1,1,2,2,2,2,3,4,99,CBC1_1474925155_6,,10,4,5,2,22,6,3,7,4,6,11,16,3,3,18,8
1,27,22 Nov 2016 - 16:18:02 EST,22 Nov 2016 - 16:22:07 EST,0h 4m 5s,0h 4m 3s,1479849482,1479849727,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,108.26.199.193,1680,,R_3Gdmd6l1WX9wm0C,No,4,3,1,4,1,2,4,3,1,4,2,4,3,3,2,3,27,CBC1_1474925155_6,,38,14,17,21,19,15,18,17,12,16,8,11,12,9,8,8
1,45,22 Nov 2016 - 16:48:07 EST,22 Nov 2016 - 16:49:49 EST,0h 1m 42s,0h 1m 41s,1479851287,1479851389,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,75.67.9.189,1366,,R_3GvyENeWdLVLBT6,No,1,2,3,1,3,1,2,3,3,2,3,3,1,3,3,1,45,CBC1_1474925155_6,,17,9,6,6,6,5,4,9,5,6,5,5,5,4,4,5
1,106,22 Nov 2016 - 18:41:29 EST,22 Nov 2016 - 18:43:56 EST,0h 2m 27s,0h 2m 27s,1479858089,1479858236,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Windows 10.0,Edge 14.14393,50.184.41.61,874,,R_3HojeEOatRNwQ1G,No,1,3,2,1,3,2,1,3,3,1,2,3,2,2,1,2,106,CBC1_1474925155_6,,13,12,6,6,9,8,10,10,13,8,15,8,12,6,5,6
1,42,22 Nov 2016 - 16:40:13 EST,22 Nov 2016 - 16:52:39 EST,0h 12m 26s,0h 12m 24s,1479850813,1479851559,1,5,,ToQualtrics,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",Mac OS X 10.6.8,Chrome 49.0.2623.112,173.239.70.250,1380,,R_3IPOyofGxfsr1Ad,No,3,2,1,1,3,3,1,3,2,1,4,4,3,2,1,3,42,CBC1_1474925155_6,,49,18,274,292,11,10,6,11,11,9,10,8,5,8,15,7
1,156,22 Nov 2016 - 19:53:30 EST,22 Nov 2016 - 19:56:17 EST,0h 2m 47s,0h 2m 47s,1479862410,1479862577,1,5,,ToQualtrics,1,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",,Safari 602.1,50.169.184.180,1024,,R_3JsYraRHsZYwyQE,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,156,CBC1_1474925155_6,,32,10,5,4,5,17,18,5,42,9,4,3,3,4,3,3
1,146,22 Nov 2016 - 19:39:40 EST,22 Nov 2016 - 19:43:22 EST,0h 3m 42s,0h 3m 39s,1479861580,1479861802,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,108.8.236.254,1920,,R_3m4qCim2sVRLmCo,No,2,3,3,2,2,3,3,3,1,3,2,3,1,2,2,3,146,CBC1_1474925155_6,,23,17,20,17,14,11,5,8,13,15,16,8,10,11,20,11
1,92,22 Nov 2016 - 18:04:03 EST,22 Nov 2016 - 18:06:12 EST,0h 2m 9s,0h 2m 7s,1479855843,1479855972,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.0; rv:49.0) Gecko/20100101 Firefox/49.0,Windows Vista,Firefox 49.0,108.20.38.158,1440,,R_3NCmuQXznQXZKQg,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,92,CBC1_1474925155_6,,39,8,11,7,12,6,8,5,5,5,3,5,3,3,3,4
1,82,22 Nov 2016 - 17:44:11 EST,22 Nov 2016 - 17:47:21 EST,0h 3m 10s,0h 3m 9s,1479854651,1479854841,1,5,,ToQualtrics,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Mac OS X 10.12.1,Safari 10.0.1,96.252.58.222,1440,,R_3ndBIZcELttKf8Q,No,2,1,2,1,2,2,2,3,1,1,2,3,3,2,2,1,82,CBC1_1474925155_6,,38,15,11,19,6,6,5,11,21,14,15,8,5,5,4,6
1,56,22 Nov 2016 - 17:05:38 EST,22 Nov 2016 - 17:08:06 EST,0h 2m 28s,0h 2m 27s,1479852338,1479852486,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Windows 10.0,Edge 14.14393,76.167.196.58,1354,,R_3nIpkN5l39gmM0I,No,1,3,3,1,1,3,2,3,3,4,2,1,4,3,4,2,56,CBC1_1474925155_6,,15,10,7,51,6,7,8,5,4,5,5,4,5,6,5,4
1,132,22 Nov 2016 - 19:16:16 EST,22 Nov 2016 - 19:21:01 EST,0h 4m 45s,0h 4m 44s,1479860176,1479860461,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,73.143.90.240,1280,,R_3NUGbmpVnNskdjZ,No,4,3,2,4,3,1,1,3,4,4,4,4,4,4,4,4,132,CBC1_1474925155_6,,18,12,19,22,9,79,8,10,7,6,26,35,11,8,7,7
1,104,22 Nov 2016 - 18:39:24 EST,22 Nov 2016 - 18:44:46 EST,0h 5m 22s,0h 5m 21s,1479857964,1479858286,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,47.32.148.198,1600,,R_3qe9wJ3nvjzSfs8,No,2,1,4,3,3,2,1,3,4,4,3,2,4,2,3,4,104,CBC1_1474925155_6,,61,28,17,18,21,14,32,12,17,16,12,16,15,13,12,17
1,58,22 Nov 2016 - 17:08:35 EST,22 Nov 2016 - 17:13:17 EST,0h 4m 42s,0h 4m 39s,1479852515,1479852797,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36",Windows 7,Chrome 28.0.1500.71,108.213.24.96,1366,,R_3QRHSOhShAGtEYe,Yes,3,1,1,2,1,1,4,3,2,2,2,4,4,1,2,4,58,CBC1_1474925155_6,,30,12,15,30,14,19,21,14,13,18,9,34,18,10,9,13
1,47,22 Nov 2016 - 16:50:50 EST,22 Nov 2016 - 17:08:55 EST,0h 18m 5s,0h 18m 3s,1479851450,1479852535,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,Windows 10.0,MSIE 11.0,73.202.142.138,1400,,R_3r35ghMSbEuSVp6,No,1,2,1,4,4,4,4,3,4,4,4,4,4,3,4,4,47,CBC1_1474925155_6,,64,18,23,28,16,18,15,16,787,22,27,14,8,14,6,7
1,145,22 Nov 2016 - 19:38:58 EST,22 Nov 2016 - 19:59:01 EST,0h 20m 3s,0h 13m 3s,1479861538,1479862741,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Windows 10.0,Firefox 50.0,108.226.37.88,1349,,R_6VRCtvE7w85lT6d,No,4,2,4,4,4,4,4,4,4,3,4,4,2,4,1,1,145,CBC1_1474925155_6,,18,27,29,15,20,32,34,22,14,21,14,478,14,15,15,15
1,164,22 Nov 2016 - 20:39:01 EST,22 Nov 2016 - 20:42:04 EST,0h 3m 3s,0h 3m 2s,1479865141,1479865324,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36 OPR/41.0.2353.56",Windows 10.0,Opera 41.0.2353.56,23.122.158.44,1140,,R_8BKd9oHt1PIDbWN,No,3,2,1,1,1,1,1,3,1,1,3,3,4,1,3,2,164,CBC1_1474925155_6,,21,10,11,8,6,6,8,21,9,9,20,12,17,9,8,7
1,22,22 Nov 2016 - 15:57:43 EST,22 Nov 2016 - 16:02:00 EST,0h 4m 17s,0h 4m 12s,1479848263,1479848520,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Windows 10.0,Firefox 50.0,98.176.102.206,1172,,R_8CX2fSaROHV6Jj3,No,2,2,3,4,4,2,4,3,2,1,4,4,2,4,1,4,22,CBC1_1474925155_6,,56,19,16,28,14,22,6,9,10,11,16,6,14,11,9,5
1,37,22 Nov 2016 - 16:33:22 EST,22 Nov 2016 - 16:35:06 EST,0h 1m 44s,0h 1m 41s,1479850402,1479850506,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 7,Chrome 54.0.2840.99,96.95.190.201,1280,,R_9KtGxHJAguFO5RD,Yes,3,2,3,3,2,3,3,3,3,2,3,2,1,2,3,3,37,CBC1_1474925155_6,,18,8,5,7,5,6,9,7,5,4,4,6,6,4,4,3
1,141,22 Nov 2016 - 19:33:12 EST,22 Nov 2016 - 19:35:13 EST,0h 2m 1s,0h 1m 58s,1479861192,1479861313,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; ASJB; rv:11.0) like Gecko,Windows 8.1,MSIE 11.0,216.93.192.212,1920,,R_CaHSNGO0FpFY7mh,No,1,2,2,2,3,3,1,3,1,2,3,2,3,2,1,2,141,CBC1_1474925155_6,,32,11,6,6,4,5,7,7,6,4,4,5,6,4,7,4
1,30,22 Nov 2016 - 16:25:38 EST,22 Nov 2016 - 16:29:56 EST,0h 4m 18s,0h 4m 16s,1479849938,1479850196,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,172.7.136.71,1600,,R_cJgi1FB2LbkSNHP,No,3,3,2,4,1,2,2,3,3,1,3,2,3,1,2,2,30,CBC1_1474925155_6,,25,11,36,24,20,19,10,15,7,11,9,8,9,7,36,9
1,69,22 Nov 2016 - 17:16:21 EST,22 Nov 2016 - 17:18:15 EST,0h 1m 54s,0h 1m 50s,1479852981,1479853095,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,97.78.1.194,896,,R_cO1F43CGwdGgMxj,No,3,1,3,1,3,3,1,3,2,3,1,3,3,2,1,2,69,CBC1_1474925155_6,,7,11,6,9,6,6,7,6,7,9,5,6,6,6,6,7
1,101,22 Nov 2016 - 18:30:42 EST,22 Nov 2016 - 18:32:55 EST,0h 2m 13s,0h 2m 25s,1479857442,1479857575,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,204.19.244.2,1280,,R_DIQBjY9lxg6sFPj,No,1,3,2,1,2,3,3,3,3,3,3,1,3,1,2,1,101,CBC1_1474925155_6,,43,7,5,4,5,4,4,9,9,19,5,4,3,4,3,4
1,26,22 Nov 2016 - 16:05:34 EST,22 Nov 2016 - 16:11:06 EST,0h 5m 32s,0h 5m 32s,1479848734,1479849066,1,5,,ToQualtrics,1,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/54.0.2840.91 Mobile/14A456 Safari/602.1",,Mobile 14A456,76.167.144.151,1024,,R_RXlgWoMU3A7hBDz,No,3,2,4,3,3,4,2,3,4,1,4,4,2,4,3,1,26,CBC1_1474925155_6,,27,19,17,50,31,29,20,13,18,19,17,10,18,11,13,20
1,19,22 Nov 2016 - 15:54:26 EST,22 Nov 2016 - 15:58:52 EST,0h 4m 26s,0h 4m 25s,1479848066,1479848332,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,108.185.11.160,1920,,R_T14zQLOhqqxohB7,No,2,3,2,1,3,2,2,3,3,2,2,3,3,3,3,1,19,CBC1_1474925155_6,,90,25,13,15,12,16,11,9,8,12,7,5,9,14,11,8
1,140,22 Nov 2016 - 19:33:00 EST,22 Nov 2016 - 19:35:07 EST,0h 2m 7s,0h 2m 5s,1479861180,1479861307,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Windows 10.0,Edge 14.14393,75.69.107.245,1290,,R_vIbwy8aHfyA5WOR,No,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,140,CBC1_1474925155_6,,15,16,9,6,7,7,7,6,9,5,6,9,6,4,6,7
1,49,22 Nov 2016 - 16:51:01 EST,22 Nov 2016 - 16:52:35 EST,0h 1m 34s,0h 1m 33s,1479851461,1479851555,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,172.251.242.181,1600,,R_VJQWMErmXRa4P7P,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,49,CBC1_1474925155_6,,19,5,4,5,5,6,5,4,5,5,3,4,4,5,9,5
1,98,22 Nov 2016 - 18:28:33 EST,22 Nov 2016 - 18:35:30 EST,0h 6m 57s,0h 6m 53s,1479857313,1479857730,1,5,,ToQualtrics,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0 K-Meleon/75.1,Windows 7,K-Meleon 75.1,104.175.78.173,1440,,R_W9D1gzFbvFz1IGJ,No,1,3,4,4,3,4,4,3,1,4,4,3,4,4,4,4,98,CBC1_1474925155_6,,52,36,18,18,13,11,14,13,22,9,92,26,17,37,17,18
1,100,22 Nov 2016 - 18:30:37 EST,22 Nov 2016 - 18:32:18 EST,0h 1m 41s,0h 1m 39s,1479857437,1479857538,1,5,,ToQualtrics,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:49.0) Gecko/20100101 Firefox/49.0,Mac OS X 10.11,Firefox 49.0,45.49.246.110,1248,,R_wL6WhjtZpM7RkD7,Yes,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,100,CBC1_1474925155_6,,12,8,7,4,7,5,6,7,6,4,6,4,6,6,7,4
1,93,22 Nov 2016 - 18:10:17 EST,22 Nov 2016 - 18:16:25 EST,0h 6m 8s,0h 6m 6s,1479856217,1479856585,1,5,,ToQualtrics,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Windows 10.0,Chrome 54.0.2840.99,108.206.230.23,1372,,R_zS7fQUus1cw5x4Z,No,3,3,4,4,4,3,4,3,3,4,2,4,3,4,2,4,93,CBC1_1474925155_6,,64,37,21,15,17,18,25,19,18,20,27,16,18,16,18,17
